row_id,mean_anomaly_score,score_isolation_forest,label_isolation_forest,score_lof,label_lof,score_pca,label_pca,score_ecod,label_ecod,score_copod,label_copod,score_hbos,label_hbos,score_ocsvm,label_ocsvm,score_autoencoder,label_autoencoder,score_vae,label_vae,anomaly_vote_count
3,0.2110563439702013,0.3450972691038408,1,0.07074043899774551,0,0.09179788211603568,0,0.26322032824130664,0,0.2656936968295059,1,0.42935817565169976,1,0.003885310527074648,0,0.2347404956817627,0,0.19497349858283997,0,3
42,0.18948456951139048,0.48001249845962823,1,0.08116094022989273,0,0.1596223158145017,0,0.6129359677204509,1,0.2786509481623851,1,0.05740784813079447,0,0.035570607084861136,0,0.0,0,0.0,0,3
56,0.1818712894584745,0.325752445517897,1,0.03256029635667801,0,0.03869483627225232,0,0.2342277199743229,0,0.17895071081263228,0,0.14019567653994558,0,0.023605456790527737,0,0.35318294167518616,1,0.3096715211868286,1,3
62,0.15314214073307397,0.2949749276655219,0,0.01650834083557129,0,0.17353833286562625,1,0.4167786349431574,1,0.2595027508378071,1,0.12489915321197476,0,0.019163833442587413,0,0.035154104232788086,0,0.03775918856263161,0,3
75,0.1366734668353322,0.15959418376192522,0,0.017665036022663116,0,0.01718997940547065,0,0.17520156357075764,0,0.14760365449114063,0,0.061503280063532687,0,0.007312987539902144,0,0.3166012763977051,1,0.3273892402648926,1,2
80,0.16637895813410516,0.3618937334779814,1,0.005722641944885254,0,0.19493707627396006,1,0.2725380169032356,0,0.2182041881365147,1,0.20742814557892264,0,0.005121449735708,0,0.11795210838317871,0,0.11361326277256012,0,3
81,0.21588769107524008,0.44914699152548415,1,0.051657311618328094,0,0.04852993296498334,0,0.254870656575188,0,0.23195620691005375,1,0.15761983106383637,0,0.03289760910671989,0,0.3823243975639343,1,0.3339862823486328,1,4
89,0.1795873904924458,0.3745167992374857,1,0.010123223066329956,0,0.06485508985096894,0,0.23985180870981976,0,0.24864870120850302,1,0.11384447890756944,0,0.011151963406703536,0,0.28592804074287415,0,0.2673664093017578,0,2
92,0.1849986572281458,0.3797643238689636,1,0.039889849722385406,0,0.04145260123730026,0,0.17349502697199598,0,0.17700656735753376,0,0.16245740518376728,0,0.027234702938615213,0,0.36044278740882874,1,0.3032446503639221,0,2
105,0.2815486959455542,0.5866752363416132,1,0.05452120304107666,0,0.08935483827020067,0,0.41999214103132093,1,0.3951668061406121,1,0.23372462337542876,1,0.03419874736005939,0,0.38347524404525757,1,0.33682942390441895,1,6
114,0.18719785229690789,0.48014837328934135,1,0.0017905645072460175,0,0.0801834606311811,0,0.2489614925941102,0,0.2576529623466168,1,0.2334218850290788,1,0.0006066891019512509,0,0.1967807114124298,0,0.18523453176021576,0,3
115,0.17269539503222983,0.5715886464237074,1,0.08756715059280396,0,0.08154599083770114,0,0.4385256477722838,1,0.2074297672376157,0,0.13309985246686562,0,0.034501499959090826,0,0.0,0,0.0,0,2
129,0.21793238945094157,0.43022296634362045,1,0.04309576749801636,0,0.058667820669143195,0,0.2693875584941165,0,0.24630511050042203,1,0.19382207753848502,0,0.028693315329443997,0,0.3678213655948639,1,0.32337552309036255,1,4
131,0.1250384811551936,0.06966522166855305,0,0.020080000162124634,0,0.004953784942285884,0,0.1270481808003305,0,0.09359868105436656,0,0.08827822491372596,0,0.008505932076302937,0,0.3381357192993164,1,0.37508058547973633,1,2
137,0.225292163690754,0.5318425438875602,1,0.02768537402153015,0,0.0639872401052368,0,0.298560870714604,1,0.20707503025120755,0,0.2580556205875938,1,0.021134736560201203,0,0.3412398397922516,1,0.27804821729660034,0,4
138,0.25025231227526423,0.35498958550294757,1,0.04375769942998886,0,0.09163369691080336,0,0.33941535030507386,1,0.3477574406789969,1,0.2927197961638452,1,0.01786903332532188,0,0.3594393730163574,1,0.40468883514404297,1,6
140,0.2381106040548032,0.5225391889425759,1,0.012643381953239441,0,0.263059486238383,1,0.32892483937465194,1,0.33588503012681714,1,0.40854209068817715,1,0.0012726773089945728,0,0.13577580451965332,0,0.1343529373407364,0,5
141,0.1913943408615302,0.250088867855323,0,0.037999264895915985,0,0.03717891402323195,0,0.27891291195268386,0,0.22481770749710184,1,0.12326624366577535,0,0.015480069820526998,0,0.35718441009521484,1,0.39762067794799805,1,3
146,0.17206771376125624,0.4922002124302376,1,0.03347092121839523,0,0.0955424308990773,0,0.41060551560842934,1,0.26623962906124776,1,0.15790074871637638,0,0.021561495398953457,0,0.03906894102692604,0,0.03201952949166298,0,3
153,0.14675671403961457,0.30544235392107866,0,1.3202428817749023e-05,0,0.1936574489220052,1,0.3398066720958201,1,0.11704914863491012,0,0.18819025032830505,0,0.009501202766359082,0,0.09525060653686523,0,0.07189954072237015,0,2
154,0.22038053517026215,0.2398503317537346,0,0.0625419020652771,0,0.049124613476905804,0,0.27740384035784604,0,0.28652903342790664,1,0.19623665342857638,0,0.025483378011492766,0,0.38988685607910156,1,0.45636820793151855,1,3
156,0.1544253026027037,0.3364962711827764,1,0.04039178788661957,0,0.060199290303828146,0,0.307196397858767,1,0.17918783346041695,0,0.0709256481840761,0,0.0015992116937689517,0,0.2031540870666504,0,0.1906771957874298,0,2
160,0.14878507369614835,0.2617445500967252,0,0.006330735981464386,0,0.1868882366582642,1,0.35847674999220464,1,0.20964042922771825,0,0.1771716711727649,0,0.015340592103337606,0,0.0628972053527832,0,0.060575492680072784,0,2
162,0.26807444857718443,0.5445873643941372,1,0.05324466526508331,0,0.15755037248829157,0,0.4697046703101206,1,0.2643541254445436,1,0.49264927276803006,1,0.0025829012851199505,0,0.22131609916687012,0,0.206680566072464,0,4
170,0.15245462638952426,0.1448762656059512,0,0.01283147931098938,0,0.06020712270076116,0,0.18556023400655688,0,0.159812695718464,0,0.1314874829598414,0,0.005584646769194501,0,0.31557703018188477,1,0.3561546802520752,1,2
177,0.22829748260111732,0.5368627317667012,1,0.011763505637645721,0,0.22302705750807006,1,0.33795678061154627,1,0.2829444480036814,1,0.40854209068817715,1,0.002671266623089929,0,0.14206767082214355,0,0.10884179174900055,0,5
192,0.23629461651231073,0.5162940746567034,1,0.013482779264450073,0,0.08290260276302405,0,0.34522535986740194,1,0.3212652711798779,1,0.25373741710116504,1,0.013091002176993351,0,0.30593982338905334,0,0.2747132182121277,0,4
197,0.22819263783532218,0.5501014619350657,1,0.022147394716739655,0,0.06008187430382032,0,0.32155878167921115,1,0.19865856119532904,0,0.2580556205875938,1,0.01791430708837541,0,0.33310094475746155,1,0.292114794254303,0,4
198,0.1319292905730034,0.33383342386801435,1,0.008829087018966675,0,0.07713449007409932,0,0.29602268979307933,1,0.17745120760469915,0,0.15790074871637638,0,0.014109928367935806,0,0.07166100293397903,0,0.050421036779880524,0,2
210,0.2161325547573101,0.45703407063479706,1,0.049283452332019806,0,0.048949014362717466,0,0.2782245989665227,0,0.22243843143386355,1,0.14019567653994558,0,0.031697596072475034,0,0.37987345457077026,1,0.33749669790267944,1,4
