timestamp,pod_name,namespace,log_level,message,mean_anomaly_score,anomaly_vote_count
2026-01-01T00:00:01.000Z,aliens,ufo,WEIRD,I love eating pizza with pineapples on mars while riding a dinosaur.,1.0,9
2026-01-01T00:00:02.000Z,shakespeare,poetry,INFO,"To be, or not to be, that is the question: Whether tis nobler in the mind to suffer",1.0,9
2025-11-06T23:59:58.000Z,kubelet-node-1,kube-system,ERROR,ERROR [kubelet-node-1] NODE COMPROMISED: Unauthorized container breakout detected. Host filesystem mounted with write permissions.,0.9374121824900309,9
2026-01-01T00:00:05.000Z,philosopher,athens,DEEP,What is the meaning of life? Is it 42? Or is it just a simulation running on a giant turtle?,0.9168537590085835,9
2026-01-01T00:00:04.000Z,cat,living-room,MEOW,Meow meow meow purr purr hiss scratch sofa meow.,0.8975884907516547,9
2026-01-01T00:00:03.000Z,chef,kitchen,COOKING,"Recipe: Add 2 cups of flour, 3 eggs, and a dash of cinnamon. Bake at 350F for 45 minutes.",0.8550750065475811,9
2026-01-01T00:00:08.000Z,gandalf,moria,MAGIC,"YOU SHALL NOT PASS! The dark fire will not avail you, flame of Udun. Go back to the Shadow!",0.8253172659408381,9
2026-01-01T00:00:10.000Z,random,keyboard,TYPO,asdfghjkl qwertyuiop zxcvbnm 1234567890 !@#$%^&*()_+,0.8130064175806478,9
2026-01-01T00:00:09.000Z,mechanic,garage,CAR,"The carburetor is busted, the timing belt snapped, and the blinker fluid is completely empty.",0.8110811169936867,9
2026-01-01T00:00:06.000Z,spam,inbox,ADS,"CONGRATULATIONS! You have won $1,000,000 in the Nigerian Prince Lottery. Click here to claim your prize!",0.7960173349747905,9
2026-01-01T00:00:07.000Z,toddler,playground,SCREAM,Waaaaah! I want my toy! No! Mine! Waaaaaah! Gimme!,0.7946676916207794,9
2025-11-06T23:59:53.000Z,k8s-apiserver,kube-system,FATAL,FATAL [k8s-apiserver] etcd cluster quorum lost! All control plane nodes are unresponsive. Cluster state is corrupted.,0.7845528395492298,9
2025-11-06T23:59:50.000Z,unknown-hacker-pod,kube-system,CRITICAL,CRITICAL [kube-system] UNAUTHORIZED ROOT ACCESS DETECTED: Multiple failed SSH login attempts followed by successful bypass. Possible bitcoin miner payload injected.,0.7216380078494904,9
2025-11-06T23:59:56.000Z,nginx-ingress,kube-system,CRITICAL,CRITICAL [nginx-ingress] DDoS ATTACK DETECTED: 100Gbps traffic spike overwhelming the ingress controller. Dropping all packets.,0.7142030333861654,9
2025-11-06T23:59:55.000Z,db-primary-0,prod,ERROR,ERROR [db-primary-0] RANSOMWARE ACTIVITY DETECTED: Rapid sequential encryption of database files in /var/lib/postgresql/data.,0.6814449507788858,9
2025-11-06T23:59:59.000Z,ci-cd-pipeline,dev,CRITICAL,CRITICAL [ci-cd-pipeline] MALICIOUS CODE INJECTION: Found unexpected base64 encoded payload in the build artifact before deployment.,0.620609721960657,9
2025-11-06T23:59:57.000Z,billing-service,prod,FATAL,FATAL [billing-service] ALL DATABASES DROPPED: Received unauthorized DROP DATABASE command for all production clusters.,0.571945909373207,9
2025-11-06T23:59:51.000Z,backend-api-01,prod,FATAL,"FATAL [backend-api-01] KERNEL PANIC: CPU temperature exceeded 105C, physical hardware damage imminent. Initiating emergency hardware shutdown sequence.",0.4564372515869709,8
2025-11-06T23:59:54.000Z,auth-service-03,prod,CRITICAL,CRITICAL [auth-service-03] MASSIVE AUTHENTICATION FAILURE: 50000 login attempts blocked in the last 10 seconds from a single botnet.,0.4356006150280187,7
2025-11-06T23:59:52.000Z,payments-11,prod,ERROR,ERROR [payments-11] SEVERE DATA LEAK: Unencrypted credit card payloads are being transmitted to external IP 185.199.108.153.,0.41909961843503957,9
2025-11-12T02:05:27.687Z,nginx-frontend-20,staging,WARN,2025-11-12T02:05:27.687Z WARN [nginx-frontend-20] ERROR: OOMKilled - process terminated due to out-of-memory,0.28281137176762805,4
2025-11-06T19:39:53.343Z,nginx-frontend-20,dev,INFO,"2025-11-06T19:39:53.343Z INFO [nginx-frontend-20] Graceful shutdown initiated, waiting for connections to drain",0.2815486959455542,6
2025-11-11T14:46:28.594Z,orders-02,staging,WARN,2025-11-11T14:46:28.594Z WARN [orders-02] ERROR: Segmentation fault (core dumped) in worker thread,0.27896367810092393,4
2025-11-12T02:44:51.724Z,orders-09,staging,WARN,2025-11-12T02:44:51.724Z WARN [orders-09] ERROR: OOMKilled - process terminated due to out-of-memory,0.2738528831315562,4
2025-11-07T05:48:29.643Z,backend-api-09,dev,WARN,2025-11-07T05:48:29.643Z WARN [backend-api-09] ERROR: ImagePullBackOff: failed to pull image myorg/payments:2.1.0,0.26807444857718443,4
2025-11-09T21:53:51.718Z,nginx-frontend-12,prod,INFO,2025-11-09T21:53:51.718Z INFO [nginx-frontend-12] Loaded config from /etc/config/app.yml,0.2510376521589057,5
2025-11-12T06:51:55.151Z,orders-15,prod,INFO,"2025-11-12T06:51:55.151Z INFO [orders-15] Graceful shutdown initiated, waiting for connections to drain",0.2504350942282267,4
2025-11-07T02:20:40.330Z,backend-api-06,staging,ERROR,2025-11-07T02:20:40.330Z ERROR [backend-api-06] ERROR: database deadlock detected; rolling back transaction,0.25025231227526423,6
2025-11-08T17:23:46.027Z,nginx-frontend-05,staging,INFO,2025-11-08T17:23:46.027Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.24057557653421796,5
2025-11-09T03:48:55.173Z,orders-16,staging,WARN,2025-11-09T03:48:55.173Z WARN [orders-16] ERROR: connection refused from db.internal:8080,0.23951597879495568,5
2025-11-07T02:42:38.735Z,nginx-frontend-01,staging,DEBUG,2025-11-07T02:42:38.735Z DEBUG [nginx-frontend-01] Established connection to upstream auth.internal:8080,0.2381106040548032,5
2025-11-07T10:28:19.369Z,nginx-frontend-02,dev,INFO,2025-11-07T10:28:19.369Z INFO [nginx-frontend-02] Background job reindex completed in 352ms,0.23629461651231073,4
2025-11-11T15:09:21.671Z,backend-api-04,staging,ERROR,2025-11-11T15:09:21.671Z ERROR [backend-api-04] ERROR: ImagePullBackOff: failed to pull image myorg/backend:1.4.2,0.2351778757350955,4
2025-11-08T13:16:46.880Z,backend-api-15,dev,ERROR,2025-11-08T13:16:46.880Z ERROR [backend-api-15] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8,0.2346449110783839,6
2025-11-12T07:38:03.964Z,backend-api-10,dev,WARN,2025-11-12T07:38:03.964Z WARN [backend-api-10] ERROR: OOMKilled - process terminated due to out-of-memory,0.23245194232708855,4
2025-11-11T10:02:07.612Z,nginx-frontend-08,dev,INFO,2025-11-11T10:02:07.612Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.22985391407050132,5
2025-11-12T07:11:27.269Z,nginx-frontend-12,staging,INFO,"2025-11-12T07:11:27.269Z INFO [nginx-frontend-12] Graceful shutdown initiated, waiting for connections to drain",0.2294193049161476,4
2025-11-07T17:09:55.412Z,orders-16,dev,ERROR,2025-11-07T17:09:55.412Z ERROR [orders-16] ERROR: Segmentation fault (core dumped) in worker thread,0.2293326168461629,5
2025-11-07T08:24:31.159Z,nginx-frontend-02,dev,DEBUG,"2025-11-07T08:24:31.159Z DEBUG [nginx-frontend-02] Graceful shutdown initiated, waiting for connections to drain",0.22829748260111732,5
2025-11-07T11:14:02.053Z,backend-api-08,dev,INFO,2025-11-07T11:14:02.053Z INFO [backend-api-08] Loaded config from /etc/config/db.yml,0.22819263783532218,4
2025-11-07T15:32:30.944Z,orders-16,prod,DEBUG,2025-11-07T15:32:30.944Z DEBUG [orders-16] User 60023 authenticated successfully,0.2268755431719123,4
2025-11-08T17:15:44.591Z,nginx-frontend-13,prod,INFO,2025-11-08T17:15:44.591Z INFO [nginx-frontend-13] Loaded config from /etc/config/db.yml,0.226194399941077,4
2025-11-12T13:42:56.980Z,nginx-frontend-16,staging,INFO,2025-11-12T13:42:56.980Z INFO [nginx-frontend-16] Loaded config from /etc/config/app.yml,0.2255948943639184,4
2025-11-07T02:18:13.406Z,backend-api-08,prod,INFO,"2025-11-07T02:18:13.406Z INFO [backend-api-08] Graceful shutdown initiated, waiting for connections to drain",0.225292163690754,4
2025-11-07T23:15:28.185Z,orders-06,dev,ERROR,2025-11-07T23:15:28.185Z ERROR [orders-06] ERROR: ImagePullBackOff: failed to pull image myorg/payments:2.1.0,0.2243606391886398,2
2025-11-12T15:29:22.243Z,nginx-frontend-14,prod,ERROR,2025-11-12T15:29:22.243Z ERROR [nginx-frontend-14] ERROR: ImagePullBackOff: failed to pull image nginx:1.25.0,0.22153024741055383,3
2025-11-07T04:43:06.714Z,orders-17,staging,ERROR,2025-11-07T04:43:06.714Z ERROR [orders-17] ERROR: ImagePullBackOff: failed to pull image myorg/backend:1.4.2,0.22038053517026215,3
2025-11-07T00:28:49.547Z,nginx-frontend-05,dev,INFO,2025-11-07T00:28:49.547Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml,0.21793238945094157,4
2025-11-12T17:41:59.462Z,nginx-frontend-01,staging,WARN,2025-11-12T17:41:59.462Z WARN [nginx-frontend-01] Opening database transaction; connection_id=6757,0.21666233787683653,5
2025-11-07T13:58:28.780Z,backend-api-16,dev,INFO,2025-11-07T13:58:28.780Z INFO [backend-api-16] Background job reindex completed in 381ms,0.2161325547573101,4
2025-11-06T15:09:42.140Z,nginx-frontend-04,dev,INFO,2025-11-06T15:09:42.140Z INFO [nginx-frontend-04] Loaded config from /etc/config/app.yml,0.21588769107524008,4
2025-11-11T00:44:09.179Z,orders-15,dev,INFO,"2025-11-11T00:44:09.179Z INFO [orders-15] Health check passed: ready=true, status=200",0.21511109284783003,4
2025-11-09T12:49:45.439Z,nginx-frontend-08,staging,INFO,2025-11-09T12:49:45.439Z INFO [nginx-frontend-08] Loaded config from /etc/config/env.yml,0.21367516893567606,4
2025-11-07T15:14:36.256Z,nginx-frontend-16,dev,INFO,2025-11-07T15:14:36.256Z INFO [nginx-frontend-16] Cache hit for key=session:6303; ttl=3029s,0.21205627116710396,3
2025-11-06T00:36:27.125Z,orders-12,prod,WARN,2025-11-06T00:36:27.125Z WARN [orders-12] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8,0.2110563439702013,3
2025-11-09T01:45:03.599Z,nginx-frontend-17,staging,INFO,2025-11-09T01:45:03.599Z INFO [nginx-frontend-17] Loaded config from /etc/config/app.yml,0.20800550232243675,2
2025-11-09T08:43:27.055Z,nginx-frontend-12,staging,INFO,"2025-11-09T08:43:27.055Z INFO [nginx-frontend-12] Graceful shutdown initiated, waiting for connections to drain",0.20743830766106655,3
2025-11-11T09:35:15.099Z,nginx-frontend-05,staging,INFO,2025-11-11T09:35:15.099Z INFO [nginx-frontend-05] Loaded config from /etc/config/env.yml,0.20738541005993366,4
2025-11-12T12:52:24.195Z,nginx-frontend-10,staging,ERROR,2025-11-12T12:52:24.195Z ERROR [nginx-frontend-10] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8,0.20723299642205095,3
2025-11-07T18:55:35.361Z,payments-08,dev,ERROR,2025-11-07T18:55:35.361Z ERROR [payments-08] ERROR: request timeout after 4608ms while calling payments,0.2038504760418639,4
2025-11-12T16:55:34.493Z,nginx-frontend-13,staging,ERROR,2025-11-12T16:55:34.493Z ERROR [nginx-frontend-13] ERROR: ImagePullBackOff: failed to pull image nginx:1.25.0,0.19725417734450523,3
2025-11-08T11:54:11.697Z,payments-10,dev,DEBUG,2025-11-08T11:54:11.697Z DEBUG [payments-10] Cache hit for key=session:9362; ttl=1685s,0.19559961495348205,4
2025-11-09T10:53:53.363Z,payments-17,staging,ERROR,2025-11-09T10:53:53.363Z ERROR [payments-17] ERROR: database deadlock detected; rolling back transaction,0.19457571414682798,3
2025-11-07T22:19:46.118Z,payments-08,prod,INFO,"2025-11-07T22:19:46.118Z INFO [payments-08] Graceful shutdown initiated, waiting for connections to drain",0.1943497892607353,3
2025-11-07T02:54:24.630Z,orders-02,staging,ERROR,2025-11-07T02:54:24.630Z ERROR [orders-02] ERROR: OOMKilled - process terminated due to out-of-memory,0.1913943408615302,3
2025-11-11T07:39:21.305Z,nginx-frontend-18,dev,ERROR,2025-11-11T07:39:21.305Z ERROR [nginx-frontend-18] ERROR: connection refused from db.internal:8080,0.19032659880787184,2
2025-11-06T08:40:08.453Z,backend-api-01,dev,DEBUG,2025-11-06T08:40:08.453Z DEBUG [backend-api-01] Completed 200 GET /login in 210ms,0.18948456951139048,3
2025-11-10T13:55:27.785Z,backend-api-08,staging,WARN,2025-11-10T13:55:27.785Z WARN [backend-api-08] Established connection to upstream db.internal:8080,0.18868941073149126,3
2025-11-10T14:31:15.614Z,auth-service-01,dev,WARN,2025-11-10T14:31:15.614Z WARN [auth-service-01] Established connection to upstream db.internal:9000,0.18790137502144083,4
2025-11-06T21:01:54.711Z,payments-08,staging,INFO,2025-11-06T21:01:54.711Z INFO [payments-08] Established connection to upstream db.internal:5432,0.18719785229690789,3
2025-11-06T01:38:07.600Z,payments-11,prod,WARN,2025-11-06T01:38:07.600Z WARN [payments-11] ERROR: OOMKilled - process terminated due to out-of-memory,0.18585960979841562,1
2025-11-11T08:36:05.780Z,orders-16,dev,DEBUG,"2025-11-11T08:36:05.780Z DEBUG [orders-16] Health check passed: ready=true, status=200",0.18524507449449018,4
2025-11-06T19:19:16.575Z,nginx-frontend-05,dev,INFO,2025-11-06T19:19:16.575Z INFO [nginx-frontend-05] Cache hit for key=session:9770; ttl=2509s,0.18524288453649695,1
2025-11-06T17:47:02.272Z,nginx-frontend-19,prod,INFO,"2025-11-06T17:47:02.272Z INFO [nginx-frontend-19] Graceful shutdown initiated, waiting for connections to drain",0.1849986572281458,2
2025-11-11T02:35:15.677Z,nginx-frontend-17,staging,ERROR,2025-11-11T02:35:15.677Z ERROR [nginx-frontend-17] ERROR: connection refused from auth.internal:5432,0.1845847168379388,3
2025-11-06T19:40:52.046Z,nginx-frontend-06,prod,INFO,2025-11-06T19:40:52.046Z INFO [nginx-frontend-06] Completed 204 DELETE /metrics in 170ms,0.18426516182315217,1
2025-11-09T16:34:57.168Z,backend-api-11,dev,INFO,"2025-11-09T16:34:57.168Z INFO [backend-api-11] Graceful shutdown initiated, waiting for connections to drain",0.1835619602736128,1
2025-11-06T13:59:42.322Z,nginx-frontend-10,prod,WARN,2025-11-06T13:59:42.322Z WARN [nginx-frontend-10] ERROR: OOMKilled - process terminated due to out-of-memory,0.18352623905670784,1
2025-11-09T21:11:32.593Z,backend-api-16,staging,INFO,"2025-11-09T21:11:32.593Z INFO [backend-api-16] Graceful shutdown initiated, waiting for connections to drain",0.1833625293423504,2
2025-11-13T05:56:46.536Z,nginx-frontend-08,dev,INFO,2025-11-13T05:56:46.536Z INFO [nginx-frontend-08] Loaded config from /etc/config/app.yml,0.182604722591802,2
2025-11-08T22:09:53.338Z,payments-02,dev,ERROR,2025-11-08T22:09:53.338Z ERROR [payments-02] ERROR: ImagePullBackOff: failed to pull image myorg/backend:1.4.2,0.18242780402864867,3
2025-11-06T11:03:27.092Z,nginx-frontend-08,dev,INFO,"2025-11-06T11:03:27.092Z INFO [nginx-frontend-08] Graceful shutdown initiated, waiting for connections to drain",0.1818712894584745,3
