Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,score_pca,anomaly_vote_count,GERCEK_ETIKET_Class
166198.0,-35.5485392112513,-31.8504841430453,-48.3255893623954,15.3041839851875,-113.743306711146,73.3016255459646,120.589493945238,-27.3473599337598,-3.87242453038611,-12.0054867807373,6.85389670664344,-9.18941787565569,7.12688295859376,-6.79594155719079,8.87774159774277,17.3151115176278,-7.17380530169518,-1.96804418826701,5.5017472139665,-54.497720494566,-21.6201196505274,5.71230304286357,-1.58109750786105,4.58454913689817,4.55468275626127,3.41563624349633,31.6121981061363,-15.4300839055349,25691.16,1.0,7.0,0
39954.0,-56.407509631329,-72.7157275629303,-6.60526455012092,16.4912171736623,34.8016658766686,-26.1605059358433,-19.399981013449,-1.5012995003112,6.96769845415781,9.53778008294537,3.08939479155133,1.77645225213451,3.73274433217423,-2.53079151962878,5.78451388962946,3.90398823637028,-1.92931422376138,0.206698525634258,2.80588291852694,-12.3609620770731,-6.26687778237093,-1.2721672448564,7.89308225421292,0.767805275962868,5.37659495829949,0.163672403597215,-8.35831663793055,33.8478078188831,1201.83,0.5745254760967473,5.0,0
48401.0,-36.8023199088745,-63.3446983175027,-20.6457938971874,16.7155373723131,-20.6720638844186,7.69400233548118,24.9565873373833,-4.73011069794637,-2.68731175419343,-8.4234037916184,1.18635975047694,1.87998205587773,3.49672267267696,4.08250345152737,1.40617806809999,0.773132920896379,0.902963574986372,5.04106918541184,-7.21352743017759,39.4209042482199,11.4553133416159,-10.933143697655,-17.1736649383127,1.18070013328976,-7.02578318190186,-2.53432972105675,-3.60247947620498,3.45022448127565,19656.53,0.5255175470718878,5.0,0
95286.0,-34.5492960902358,-60.4646176556493,-21.3408541341773,16.8753440335975,-19.2290753418689,6.33525946112305,24.4227156538183,-4.96456618217565,0.188912105920729,-8.90818214907509,-0.0835135132064674,-2.28186606376305,3.7393658809182,5.98921033200754,2.58216178487832,3.03287393448113,0.530778941130874,4.71239756635225,-6.93829731768481,38.1172091261285,11.5025799642917,-9.49942296430251,-16.5131859118675,0.744341223508735,-7.08132534637739,-2.60455055280817,-3.55096314850856,3.25080214603931,18910.0,0.5065189759081946,5.0,0
51575.0,-14.9043401826092,12.7938800832324,-7.88873946105811,0.512372693837271,-7.66182930151388,16.6140541011483,-31.76494649021,-73.2167184552674,-6.29073038591614,-14.7410963766699,-3.03823705055619,7.8483920756446,-5.79188120632084,10.5267660517847,-4.09794713061861,5.47728342820286,3.04915263031743,1.54271986579022,-4.28938166431805,16.7564479267279,-34.8303821448146,10.5030900899454,4.24507266289156,-1.41281305400591,-0.730374080430434,0.133556567866313,-0.394369849883876,0.942177304235776,500.0,0.41079519860781954,5.0,0
86570.0,-36.5105831707971,-40.9380484424022,-5.37798649493194,11.4745895673491,11.0669463279263,-5.98259437508946,0.0689631464156986,-3.91845054584783,7.19332680369628,4.17396495267233,1.53078056527597,0.579988031749372,2.23787055003083,-4.70567487711348,2.17969213580076,4.20261066666253,-2.8639220134624,-0.13217427433889,4.60600657015918,-22.8385483047643,-8.03754350385756,3.25844727952837,15.8794213574391,0.665993785767426,7.51958867870916,0.671344875063645,-3.82903944551164,22.6200722185803,102.0,0.4019985888904877,5.0,0
142019.0,-37.5580671123523,-29.3359915779474,-24.9623217802769,8.41361599668251,-35.1821203113785,21.5504961925796,36.8773682682598,-8.915982171374,5.04656614290501,0.909473837449234,3.9196856798633,-0.384259959956165,4.31615623150498,-3.11369438571603,5.66766717089081,8.28988955954619,-2.49093454269869,-3.57090680752619,1.6638989814824,-28.009635333749,-11.2632352147417,-1.15082768254119,-7.80090231246774,1.27271594940707,1.96536508482059,0.767816795952858,3.24818892919618,13.0135458870081,5964.95,0.37560628313847017,5.0,0
142071.0,-46.8550472007818,-45.6079725644236,-18.3209025969561,13.1291433551249,0.775717138799534,-2.69583350409893,1.08746091409129,-4.24100158050307,6.64506313234882,3.81770996353733,2.90310779450671,3.64691360271589,4.36999837897829,-0.17806670375174,5.82565431863365,6.35185349844491,-0.638415002549107,-4.20044341022877,1.47066522135064,-23.4201725720228,-7.85271087816259,-5.3027491268444,-27.5336432850003,2.02381638992613,-3.85609673136876,-0.478301993285442,-4.1392689768699,13.9996875408379,303.8,0.37087625195653484,5.0,0
63675.0,-11.9877497557061,-15.6674541441757,-2.70845588862553,3.41453729392427,4.70021733777599,-5.74540549488776,-9.45536032527877,-5.71732027850096,4.11478991443481,0.0669662174017683,-0.0709231132887471,2.18107926976748,-1.45587563185072,1.79354830814222,2.80632313513622,1.12876222941248,0.498369349014443,-1.42056884175183,-1.85232467770787,-0.936071093322317,-1.33189982681528,-5.93937155755862,-44.8077352037913,3.12426685130019,-10.2953970749851,-1.65319317767534,5.00287090780004,-0.148891913693552,6000.0,0.36695035673309906,5.0,0
75207.0,-3.43260231789571,-3.11012293690014,9.38255843282114,-1.21880844460865,7.51523774487213,3.39954047623152,15.6617156861061,-18.9580167660129,15.5949946071278,23.7451361206545,6.4850951092273,-6.76543282900551,-1.14960991213493,-18.392091495673,3.3044097102594,-5.88359795519697,-8.5076284379201,-2.69621329432255,0.620848575241776,1.65017800936865,-3.17715309880207,2.76691679687754,-2.97135904791802,0.539097106279775,-3.96345398533921,-2.06856086855144,-22.5656793207827,-11.7108956394515,243.26,0.35726252766808664,5.0,0
