Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,score_hbos,anomaly_vote_count,GERCEK_ETIKET_Class
166198.0,-35.5485392112513,-31.8504841430453,-48.3255893623954,15.3041839851875,-113.743306711146,73.3016255459646,120.589493945238,-27.3473599337598,-3.87242453038611,-12.0054867807373,6.85389670664344,-9.18941787565569,7.12688295859376,-6.79594155719079,8.87774159774277,17.3151115176278,-7.17380530169518,-1.96804418826701,5.5017472139665,-54.497720494566,-21.6201196505274,5.71230304286357,-1.58109750786105,4.58454913689817,4.55468275626127,3.41563624349633,31.6121981061363,-15.4300839055349,25691.16,0.9999999999999998,7.0,0
101313.0,-25.825982149082,19.1672390103062,-25.3902293121699,11.1254347149714,-16.6826439195391,3.93369943022963,-37.0603114554112,-28.7597989339836,-11.1266235224579,-23.2282548357516,3.7859770496129,-10.5224940129243,-2.65749636392801,-3.79279543594993,-4.49894467676621,-6.55787310177539,-12.8672447953713,-5.80459047549908,-1.25446534452587,7.90737812724062,-16.9220157786505,5.70368400806478,3.51001884069223,0.0543302268964685,-0.671983312405663,-0.209431359115655,-4.95002186384908,-0.448412770754799,2.28,0.9152026890431408,7.0,1
102572.0,-28.7092292541793,22.0577289904909,-27.8558111336212,11.8450129100508,-18.9838125824286,6.47411462748849,-43.5572415712451,-41.0442609210741,-13.3201546920984,-24.5882624372475,3.48195180343701,-9.12834128617468,-3.00825547830858,0.796579962453559,-2.1022985205307,-5.66036644069929,-13.0327849564566,-5.39234917412895,-0.901040817847599,11.0590042933942,-22.7976039055519,8.31627543891357,5.46622995370963,0.0238542303884927,-1.52714472319428,-0.145225187134896,-5.68233823990698,-0.439133675051458,0.01,0.9031744787911802,6.0,1
121450.0,-28.2627748318304,-26.5515146789918,-15.9305859231212,6.94520685716299,-19.203496821093,13.4617367799802,23.7187830054219,-9.41931445777912,5.26477254130845,2.36248763498771,4.02134380506355,-0.229002638767627,2.78818020748996,-3.6618235131736,4.82457742556794,5.19651605603744,-2.57106774350134,-3.97714110535939,0.900340161272848,-21.028271705455,-8.70134062838084,-2.93257491581857,-22.4591701975984,1.77100349629474,-3.68473666819451,-0.10688554088123,4.07187673902844,-2.38308134230275,4861.64,0.879717074015754,5.0,0
102114.0,-28.2550528932108,21.4672029942752,-26.8713387797136,11.7374361361796,-17.9996302850189,6.0659013519233,-41.5067960832574,-38.9872627434095,-13.4340663182301,-24.4031849699728,3.40932261990014,-9.60826735632918,-3.07631796817408,0.240060357919937,-2.83667693195872,-6.594756991638,-12.9575309948449,-5.61352195004329,-0.248828402209821,10.4407179813405,-21.4537362781468,8.36198519168435,4.90911112135878,0.0983279449493119,-1.50873912052995,0.0087112904784173,-5.4078236392388,-0.183811044930697,0.0,0.8696364827471965,6.0,1
100924.0,-23.9847466495794,16.6978316913154,-22.209874815521,9.5849686202149,-16.2304387891461,2.59633265752887,-33.2393281671892,-21.5600394546929,-10.8425258685569,-19.836148851696,3.22323270290842,-10.8951335063028,-1.52345240330584,0.116303256118652,-3.09880532704263,-7.60642457511483,-18.1082610229766,-7.51186615794432,-1.24328515722898,5.80455066066397,-12.6150228644215,5.77408726884239,2.7502214496329,0.513411099654255,-1.60880380395117,-0.459624387540527,-4.62612660780224,-0.334560720645878,1.0,0.8561009227401652,6.0,1
136137.0,-40.0425374953845,-38.4308423983671,-21.2771760840676,10.5272427974563,-16.2960904993541,8.79951473440852,19.5532002343356,-6.22178450845425,6.12132390951416,2.8814543107288,3.27457399475981,1.28374681945182,3.95139065065447,-1.88712098561634,5.12618708176407,5.99826287883688,-1.8883571764854,-3.27784432818431,0.0889925406936092,-15.6925357114012,-7.2927566027439,-3.83479857386593,-20.0348481585332,1.57538510677468,-4.19646829312296,-0.851794401058298,0.375152120124654,-1.17813445298177,1676.6,0.8535745189205024,5.0,0
100223.0,-19.6418567335974,14.7063346696674,-22.8012376947782,12.1146718424589,-14.898112530969,0.840777704221173,-28.0112929096778,-11.9196388199434,-8.9609216998511,-18.9132433348732,4.971248707036,-12.6863075224956,-1.07144311342478,-7.38337003956967,-2.99243029925503,-8.58230865037102,-13.8065681285297,-6.00035879778826,1.42263161326029,3.83464904792346,-8.22887409813848,3.31817776987025,2.58521234602075,0.195008569338351,-1.19480304002391,0.0384229399473607,-4.12674625203028,-0.645329219040983,2.28,0.848100786714018,7.0,1
95286.0,-34.5492960902358,-60.4646176556493,-21.3408541341773,16.8753440335975,-19.2290753418689,6.33525946112305,24.4227156538183,-4.96456618217565,0.188912105920729,-8.90818214907509,-0.0835135132064674,-2.28186606376305,3.7393658809182,5.98921033200754,2.58216178487832,3.03287393448113,0.530778941130874,4.71239756635225,-6.93829731768481,38.1172091261285,11.5025799642917,-9.49942296430251,-16.5131859118675,0.744341223508735,-7.08132534637739,-2.60455055280817,-3.55096314850856,3.25080214603931,18910.0,0.846139235850919,5.0,0
94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0,0.8397894169258253,7.0,1
