Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,score_autoencoder,anomaly_vote_count
166198.0,-35.5485392112513,-31.8504841430453,-48.3255893623954,15.3041839851875,-113.743306711146,73.3016255459646,120.589493945238,-27.3473599337598,-3.87242453038611,-12.0054867807373,6.85389670664344,-9.18941787565569,7.12688295859376,-6.79594155719079,8.87774159774277,17.3151115176278,-7.17380530169518,-1.96804418826701,5.5017472139665,-54.497720494566,-21.6201196505274,5.71230304286357,-1.58109750786105,4.58454913689817,4.55468275626127,3.41563624349633,31.6121981061363,-15.4300839055349,25691.16,0,1.0,9
39954.0,-56.407509631329,-72.7157275629303,-6.60526455012092,16.4912171736623,34.8016658766686,-26.1605059358433,-19.399981013449,-1.5012995003112,6.96769845415781,9.53778008294537,3.08939479155133,1.77645225213451,3.73274433217423,-2.53079151962878,5.78451388962946,3.90398823637028,-1.92931422376138,0.206698525634258,2.80588291852694,-12.3609620770731,-6.26687778237093,-1.2721672448564,7.89308225421292,0.767805275962868,5.37659495829949,0.163672403597215,-8.35831663793055,33.8478078188831,1201.83,0,0.64178487524371,9
48401.0,-36.8023199088745,-63.3446983175027,-20.6457938971874,16.7155373723131,-20.6720638844186,7.69400233548118,24.9565873373833,-4.73011069794637,-2.68731175419343,-8.4234037916184,1.18635975047694,1.87998205587773,3.49672267267696,4.08250345152737,1.40617806809999,0.773132920896379,0.902963574986372,5.04106918541184,-7.21352743017759,39.4209042482199,11.4553133416159,-10.933143697655,-17.1736649383127,1.18070013328976,-7.02578318190186,-2.53432972105675,-3.60247947620498,3.45022448127565,19656.53,0,0.49235452036067384,9
95286.0,-34.5492960902358,-60.4646176556493,-21.3408541341773,16.8753440335975,-19.2290753418689,6.33525946112305,24.4227156538183,-4.96456618217565,0.188912105920729,-8.90818214907509,-0.0835135132064674,-2.28186606376305,3.7393658809182,5.98921033200754,2.58216178487832,3.03287393448113,0.530778941130874,4.71239756635225,-6.93829731768481,38.1172091261285,11.5025799642917,-9.49942296430251,-16.5131859118675,0.744341223508735,-7.08132534637739,-2.60455055280817,-3.55096314850856,3.25080214603931,18910.0,0,0.47296261941023876,9
86570.0,-36.5105831707971,-40.9380484424022,-5.37798649493194,11.4745895673491,11.0669463279263,-5.98259437508946,0.0689631464156986,-3.91845054584783,7.19332680369628,4.17396495267233,1.53078056527597,0.579988031749372,2.23787055003083,-4.70567487711348,2.17969213580076,4.20261066666253,-2.8639220134624,-0.13217427433889,4.60600657015918,-22.8385483047643,-8.03754350385756,3.25844727952837,15.8794213574391,0.665993785767426,7.51958867870916,0.671344875063645,-3.82903944551164,22.6200722185803,102.0,0,0.46730052864979227,9
51575.0,-14.9043401826092,12.7938800832324,-7.88873946105811,0.512372693837271,-7.66182930151388,16.6140541011483,-31.76494649021,-73.2167184552674,-6.29073038591614,-14.7410963766699,-3.03823705055619,7.8483920756446,-5.79188120632084,10.5267660517847,-4.09794713061861,5.47728342820286,3.04915263031743,1.54271986579022,-4.28938166431805,16.7564479267279,-34.8303821448146,10.5030900899454,4.24507266289156,-1.41281305400591,-0.730374080430434,0.133556567866313,-0.394369849883876,0.942177304235776,500.0,0,0.41632705056234576,9
142019.0,-37.5580671123523,-29.3359915779474,-24.9623217802769,8.41361599668251,-35.1821203113785,21.5504961925796,36.8773682682598,-8.915982171374,5.04656614290501,0.909473837449234,3.9196856798633,-0.384259959956165,4.31615623150498,-3.11369438571603,5.66766717089081,8.28988955954619,-2.49093454269869,-3.57090680752619,1.6638989814824,-28.009635333749,-11.2632352147417,-1.15082768254119,-7.80090231246774,1.27271594940707,1.96536508482059,0.767816795952858,3.24818892919618,13.0135458870081,5964.95,0,0.41321116610052794,9
63675.0,-11.9877497557061,-15.6674541441757,-2.70845588862553,3.41453729392427,4.70021733777599,-5.74540549488776,-9.45536032527877,-5.71732027850096,4.11478991443481,0.0669662174017683,-0.0709231132887471,2.18107926976748,-1.45587563185072,1.79354830814222,2.80632313513622,1.12876222941248,0.498369349014443,-1.42056884175183,-1.85232467770787,-0.936071093322317,-1.33189982681528,-5.93937155755862,-44.8077352037913,3.12426685130019,-10.2953970749851,-1.65319317767534,5.00287090780004,-0.148891913693552,6000.0,0,0.382284013556519,9
142071.0,-46.8550472007818,-45.6079725644236,-18.3209025969561,13.1291433551249,0.775717138799534,-2.69583350409893,1.08746091409129,-4.24100158050307,6.64506313234882,3.81770996353733,2.90310779450671,3.64691360271589,4.36999837897829,-0.17806670375174,5.82565431863365,6.35185349844491,-0.638415002549107,-4.20044341022877,1.47066522135064,-23.4201725720228,-7.85271087816259,-5.3027491268444,-27.5336432850003,2.02381638992613,-3.85609673136876,-0.478301993285442,-4.1392689768699,13.9996875408379,303.8,0,0.37365250267516426,9
144755.0,-11.0660267051462,-5.31298352818305,-13.3914323166399,2.67407749665794,-27.7374874311919,16.410637521768,21.4445081590566,-9.61108294834142,0.999300481679405,-2.65689550309028,0.588600135089414,-0.0605547150761609,1.98429995118963,-0.16734437729502,3.35935650901288,5.56238781351261,-1.32116001196691,-2.02829511482356,-0.786453577479729,-16.0736611617353,-6.64706578653305,-1.64727073512827,-30.269720014317,3.3408803480175,-6.42933398851298,0.167627551057666,8.10429744159979,-2.28291862814639,8360.0,0,0.36433979932454874,9
130956.0,-23.2096020498176,-20.0567844409011,-11.8516490722243,4.81152339822281,-16.6589926496739,13.3487142684987,23.4752170754435,-8.3855746910629,4.09470765507311,1.50522348807831,3.57930438766251,-1.12368031338149,2.29881347693645,-4.33158318842345,3.89897053769312,4.7209587607403,-2.76300087439913,-3.15859530737368,2.66095540918136,-25.2223452405297,-9.01947238251364,1.03962008502819,2.99019564453097,0.230235625120542,3.21482657768884,1.04792556472698,-0.0376772472490417,14.0463013418077,4248.34,0,0.3576102885912093,9
145283.0,-21.5324775220822,-34.7047676182969,-8.30303527679205,10.2641750659905,3.95717475016192,-3.22969463323188,-4.06676833550481,-4.08397095056097,0.554071558866492,-2.16686663470641,0.939704994559361,3.10892166798271,0.808612501656661,4.10977929822223,3.01703875470661,0.554017829796582,1.17460854966388,0.601034641410773,-4.35367948480622,19.7464530836708,5.19871759276142,-7.33107784160372,-32.828994997462,0.118985764645557,-8.69662677026752,-1.77806147572803,-0.519785758330671,2.71671646134579,10000.0,0,0.3529440887069324,9
55709.0,-16.9500636620579,-16.4173945674006,-12.5233807446677,6.55563794052056,-27.7529636622286,18.0720312608985,28.5040653746232,-10.1522197291111,2.12467349271092,-2.85601366086243,0.121804270595809,-1.61983443201763,2.23110714764397,-3.04154007715448,2.63040092893107,5.00009588690437,-1.74547236848858,-1.12916688395342,2.63962359838722,-19.9026107918504,-5.93259400517973,0.0500972502803069,-10.8559487224695,1.55040741001071,-0.502172254002991,0.821713980107178,12.1524011068287,-4.00983880392896,8790.26,0,0.3511005854392602,9
32605.0,-23.3831285417502,-18.098803947539,-20.1953671409547,4.24910423701076,-42.1478983728015,22.5292984665587,36.6772679454031,-4.8627999588005,1.64561851416485,-7.76189037578948,-0.0510134671318581,-0.0238195663700281,3.02741432629213,-0.504989389657,2.03253173302288,6.0985294505409,-0.205513759087468,-1.03132081000606,0.220769294456792,-13.6945840902438,-5.89322954903298,-0.139750972138201,-6.08617267981218,1.92497292619687,0.669689054390332,0.449781075174425,11.1357398445742,-9.61791545238239,7429.15,0,0.3457071360482879,9
134033.0,-29.9733625869855,-29.1988988967718,-10.5381598860779,7.60241325374545,2.19571880149075,-0.113143831597222,4.55378409449988,-5.84457787704385,5.50268860515642,4.38108732801838,3.06636436192037,1.26151418185632,2.31423692083025,-2.37485949935068,3.82250393081398,3.33205003989287,-1.4394125897207,-3.63727331920843,2.02923240757901,-21.5338217447371,-6.99564385947862,-1.01776618534509,-12.6671794062031,0.938758566299341,0.0067216870415172,0.763796087399074,-3.00550896928775,15.6491339573227,1402.38,0,0.3408588183447657,9
