Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,score_lightgbm,anomaly_vote_count,GERCEK_ETIKET_Class
170173.0,-2.14256887185063,0.800386869669493,-0.180269783583723,-1.80842184775278,-1.5745487006272,0.0943040012320942,-2.66608455636951,-3.32082193053205,-2.12099589874505,1.11413163531397,-1.20917030937136,0.30119072078104,2.07141110639132,-0.12472377861515,-0.10798590321744,-0.721524461165325,1.35676276189631,0.154345013685854,0.669686780524971,-1.40047284426375,3.83427722469187,-0.798771372306065,0.271571204995636,-0.0827282913320004,-0.673694619282414,-0.052284036172469,0.215604702742306,-0.076928800751256,10.2,1.0,1.0,0
169966.0,-3.11383160738512,0.58586417180689,-5.39973021073242,1.81709247345531,-0.840618465991056,-2.94354779071974,-2.20800192003372,1.05873267723056,-1.63233334974982,-5.24598383776964,1.93351953683592,-5.03046479695456,-1.12745457501155,-6.41662797597451,0.141237234328704,-2.54949823633632,-4.61471706851594,-1.47813794126038,-0.0354803664667244,0.306270740368093,0.583275998701341,-0.269208637986581,-0.456107772584008,-0.183659129549716,-0.328167759255761,0.606115810329683,0.884875539542905,-0.253700318894381,245.0,1.0,8.0,1
169568.0,-0.45460916627728,0.481460593084561,0.912672986221267,-0.677461409745544,0.439780050417419,0.050484000003437,0.253841803034776,-0.0261349493360024,0.687676645440611,-0.674290894582875,-1.35128459087013,0.582207924967075,1.2471263946665,-0.610033229430608,-0.0658344669808458,0.0667130923291375,-0.833013615681309,0.40401680212424,-0.263143759814134,-0.109855069619707,0.396984294354426,1.29557126283304,-0.161877403342565,0.540986573463189,-0.63728094995658,-0.335444045900253,-0.0174190975124758,0.290651562945168,15.09,1.0,1.0,0
169347.0,1.37855899734127,1.28938093711056,-5.00424678441137,1.4118498419441,0.442580635567782,-1.3265359338336,-1.41316995590712,0.248525467627175,-1.12739593417081,-3.23215317539514,2.8584658156696,-3.09691489835154,-0.792532436177748,-5.21014084572584,-0.613803263850514,-2.15529688535221,-3.26711568106648,-0.68850546268346,0.737657217477667,0.226137945500703,0.370611857232494,0.0282344454140697,-0.145640429197154,-0.0810494069107769,0.521874501959455,0.739467256056059,0.389151843520624,0.186636547522687,0.76,1.0,8.0,1
164848.0,-1.58179815674488,-1.47793947054003,0.125034939068701,3.42709573915759,-6.79026639350999,5.31780026049799,5.83950564208075,-0.357979421677225,-0.0166884869713781,-0.617251620049223,-0.661458686586114,-0.187253976809961,-0.812959752121961,-1.27856844147634,-3.70492845204654,1.77977297966114,-1.14115425791244,0.800564994559482,-2.00897628788164,-0.129766069719989,0.186897666977084,1.10962342719827,1.22662225047093,0.0876677140761244,-0.880460806985199,-0.185940351544704,0.727431379858477,-0.242988898303741,1573.76,1.0,6.0,0
163385.0,1.81728060792024,1.43378037683888,-3.19215101095833,4.34309466601789,2.02893331000977,-0.722842895584706,1.04963749840901,-0.341760820277053,-1.46152133557497,-0.4515723186087,-0.37511047866093,-0.659532848610308,0.89321332864649,-4.3983555319316,-0.933250057723151,1.88265223016317,2.70994119355564,1.21013112468384,-1.77111087288351,0.0667766022098778,-0.252240557791816,-0.693007572359431,-0.145729140597982,-1.14706465715619,0.322430051687271,0.0604149724153855,-0.012133708064324,0.0472778644134619,83.44,1.0,3.0,0
163181.0,-5.23880773573245,0.623013013517624,-5.78450659224569,1.67888930740175,-0.364431871608896,-0.477294697773818,-4.27613150437269,-0.695172912010584,-2.97164438627248,-5.52913123107677,1.77950450310136,-4.83615901427864,-1.20899187512247,-2.90118981074214,0.281878305641659,-5.53954431982868,-7.2909602133188,-4.89776603568321,-0.30860899195249,-0.203269802188999,-0.326139919163346,1.50923868732044,-0.215966267193936,-0.245726907285863,0.893041276540073,0.865758089249014,0.854657016693772,-0.964482422283343,39.98,1.0,8.0,1
162400.0,-1.24482804420945,3.26877523480004,-3.09974833169651,3.56750387068298,3.48537315628027,-2.33679154933827,1.82791068654943,0.097760927541064,-2.92913693635593,-3.03057994953189,0.968956865767257,-2.26839661104076,-0.814967363467021,-7.35581225601327,-0.532874105596811,3.39966090812535,5.68121249806944,3.12113242423982,-3.43838094366241,-0.0257101126368282,-0.166197950329805,-0.821612061262587,-0.556405252283026,-0.810008518959776,0.540336183727042,0.0627331108545686,0.0051799752868177,0.151319716082814,0.77,1.0,8.0,0
161587.0,1.49593063798101,-2.19027314612053,-1.83283918946365,-0.681645628057607,-0.0897131493996311,1.62717134128181,-0.647330990192055,0.36621917212517,0.397070625860482,0.380270481057457,-1.20689861058224,-0.895519229756946,-1.3002184931373,-0.175053744338169,-0.159887442918707,-0.838090139369717,1.7889445621286,-2.99571167144098,-0.456162765926007,0.312815479082915,0.684853795826783,1.74837182919281,-0.359832071420369,-1.96892472144827,0.108432100172743,0.440528532226689,-0.0067026207925759,-0.0462864377464661,300.0,1.0,1.0,0
161154.0,-3.38760102859385,3.97788074139497,-6.97858506511079,1.65776584508859,-1.10049973277578,-3.59948697320315,-3.68665071042962,1.94225222492139,-3.06508926692316,-7.50955747436829,2.98962640655731,-5.99363242425938,-0.164740077677312,-8.38844296921614,0.0421289980360236,-4.13750050093113,-6.1039030730781,-1.9729278028075,0.434072536887008,-0.0043005898337158,1.043587159264,0.26218867442789,-0.479223920984096,-0.326638199739289,-0.156938590387884,0.113806571374194,0.354124259953911,0.287592125204715,0.38,1.0,8.0,1
160870.0,-0.644277679025173,5.00235242592827,-8.25273876012125,7.75691471173633,-0.21626731754316,-2.75149611755953,-3.3588573150418,1.40626809118347,-4.40385171690245,-5.94563397292191,4.47590467269415,-7.60726146360792,-0.160723119948911,-13.0107493697978,1.09438181918719,-2.86403911817187,-2.87134152887014,-0.180613560248759,0.647708880496559,0.816557858909547,0.587727519791778,-0.605759173274255,0.0337455457845425,-0.756169511485339,-0.0081716252537439,0.532772006004636,0.663969504849476,0.192066835389178,0.77,1.0,8.0,1
160665.0,-0.417339782403896,4.70005527392636,-7.52176682774885,7.67188445074794,0.260821237608046,-2.64669254023638,-2.85443216153232,0.95878310270126,-4.5885358926682,-6.12071508667922,4.54849458373201,-7.83625279832226,-0.242674770748528,-13.2025053438681,1.0924415991984,-3.04086255242532,-3.00895800089691,-0.159966953690891,0.78808629554402,0.832034789370246,0.622200356085823,-0.437708334187294,-0.0903582898025547,-0.742802157670925,-0.312360714129117,0.502574976363589,0.8213902873783,0.37237881708533,0.77,1.0,8.0,1
160537.0,0.567539266873172,3.30938527728796,-6.63126848884588,6.39457369583463,-0.0541723256891658,-2.39653528063935,-2.79248887303506,0.514811021472804,-3.54178025732386,-5.33475387061743,3.61873721262172,-7.10148829773798,-0.442125291870087,-11.0816168429851,-0.813721638541621,-3.30289861059986,-5.84890261106356,-1.85063546419134,-1.01863859540215,0.555411780502512,0.614220932245907,-0.365047253101859,-0.180408542452136,-0.52327142948781,0.645054313073713,0.246465837556682,0.902675054512292,0.47357149999817,4.69,1.0,8.0,1
160517.0,-1.70232928972774,-0.51426683996888,-4.30961397441914,2.92797284072548,-14.3691365880695,11.1068393817022,15.4581321539182,-2.66437100418166,-1.54855052337691,-0.823099796789833,0.023240434150851,-2.31688503511138,-0.907937930007797,-0.627411912650346,-0.183706603949306,3.46933801742906,-2.42141455922166,1.12971873362693,-1.67634771726157,-3.03372455719238,-1.07178612820087,0.822321843852891,0.0257514255567052,0.103125650488233,-0.324874459109785,0.0185197050562043,2.09969085321368,-1.58573817417772,3320.87,1.0,6.0,0
160243.0,-2.78386548658584,1.59682357624614,-2.08484398883683,2.51298558446866,-1.44674856585353,-0.828495614406621,-0.732262192061793,-0.203328860039345,-0.347045718430565,-2.16206139007752,1.96612345703981,-3.12745594474482,0.506574101009247,-5.92613104122097,0.931090795564338,-2.49930719432672,-3.71275186652084,-1.1421334371849,0.626240855695279,-0.515000920121256,0.203563419764299,0.29326788153054,0.199568287904264,0.146867632313486,0.163601884592709,-0.624084665941504,-1.33309975919931,0.42863399433625,156.0,1.0,8.0,1
13331.0,0.240089947978329,4.27254380365396,-8.59386797144666,5.16417197749557,3.81297830151556,1.5711250920538,-0.660037950616548,2.08199061981304,-1.14553712582156,-1.25992674657547,2.4598104008501,-4.05055896494554,1.38637181115659,-4.85576159606745,0.202411082766383,2.66380431439149,7.57352262462532,4.071328561655,-0.722134973930187,0.12141496084781,-0.1439085093098,-0.392725683849223,0.428115621147096,0.253856447669015,-0.743801344787636,0.439610451157869,-0.232264041991536,-0.168224928453322,1.0,1.0,7.0,0
13323.0,-5.45436177939673,8.28742055534983,-12.7528112729386,8.59434189301081,-3.10600228114338,-3.17994875686414,-9.25279393795831,4.24506220985367,-6.32980084623466,-13.1366983691039,11.228470279576,-17.1313009454468,-0.169401056814124,-18.0499976898594,-1.36623566099065,-9.7235653091894,-14.7449024646768,-5.24730110631125,-0.574675143795817,1.30586191483437,1.84616479291417,-0.267171794223081,-0.310803969751621,-1.20168545799806,1.35217609502433,0.608424596360403,1.57471478384204,0.808725205090233,1.0,1.0,8.0,1
13126.0,-2.88004235163471,5.22544230971559,-11.0633302799459,6.68995065770063,-5.7599239886738,-2.24403079081521,-11.1999752166959,4.01472180864313,-3.42930426351801,-11.5619497720699,10.446846814514,-15.4790524832016,0.734441608104148,-13.8837785491112,0.821439545395249,-11.911483017197,-18.1030037037729,-6.83783453880068,3.12692935212663,1.19144396640797,2.00288287701632,0.351102064721284,0.79525514045211,-0.778379381413672,-1.64681511254223,0.487538823287331,1.42771309550336,0.583172486219188,1.0,1.0,8.0,1
12597.0,-2.58961719821269,7.01671438495857,-13.7054072869097,10.3432280604117,-2.95446103475574,-3.05511578527804,-9.3012886151434,3.34957336071614,-5.65421202641103,-11.853866972601,11.6692047358121,-17.2286622386187,0.0555715664836118,-18.4937733551053,-0.304172113519045,-10.6294973901353,-14.4412111342765,-5.10548646597228,1.2702262705049,1.48885519236896,1.88773772551451,0.333998184533223,0.28765904061745,-1.18640640906644,-0.690272670076388,0.631703772210546,1.93422076005943,0.789687172212655,1.0,1.0,8.0,1
11641.0,-0.504072071626221,3.92313931091592,-5.85040335646373,3.44528984259088,5.05879578306738,1.71352275252602,0.875244901318754,1.26681117175711,-1.78606376469451,-2.68448303039318,2.53574551419757,-4.62363740184102,0.914330257885892,-5.42977154131222,-0.751462025060727,3.16236893354964,6.62779776882387,3.83271179149416,-2.45888753436047,-0.0062009647045201,-0.288041576444819,-0.883718722825093,-0.436483793070779,0.256158176944393,1.05915434597913,0.40618021324847,-0.263792863924635,-0.0810231419144701,1.0,1.0,7.0,0
11131.0,-1.42662331260887,4.14198623236944,-9.80410344235714,6.66627300324451,-4.74952679326515,-2.07312900595144,-10.0899311630826,2.79134529885187,-3.2495156171301,-11.4204509744097,10.8530116481991,-15.969207520809,0.546690084634152,-14.690729133641,0.91233739988339,-12.2271892780267,-18.5873662058916,-6.92076186060174,3.16699890688552,1.41067765264616,1.86567876848945,0.407809281593599,0.605809354312964,-0.769348118123441,-1.7463368287861,0.502039516709683,1.9772583297728,0.711606531209485,1.0,1.0,8.0,1
