Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_pca,anomaly_vote_count
1360,79090920-d7b0-3553-8ba9-817dda4df452,1.4861052631578948,0.631578947368421,19.0,1695,google_bot,outlier,outlier,1.0,1.0,12.0,E,11,15,0.13636363636363635,4,3,1,1.0000000000000002,2
20732,fe144363-a97e-364c-93f2-4f7fe4b0e352,418.547963963964,0.063063063063063,111.0,2787530,default,outlier,outlier,1.0,1.0,7.0,F,7,11,0.2619047619047619,3,4,3,0.17156349239009627,2
28483,483d875f-f40d-35be-a6ed-62c95fd9b5e8,258.36519540229887,0.0114942528735632,174.0,2697333,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.16599164786143014,2
4826,e628eb43-7c1c-33be-9b94-649f56da33e1,2333.6273333333334,1.0,3.0,420053,default,outlier,outlier,1.0,1.0,3.0,E,3,2,0.3333333333333333,1,1,0,0.15324634300963783,2
4884,a45fd2b9-f279-3a4e-89ce-dd30599cd287,0.0116261928265876,0.029285949325436,60.78,4240,default,Normal,normal,107.0,100.0,178.0,E,178,648,0.020567510950295183,46,39,34,0.1489805288005135,5
14073,7f4bfde3-6e6e-3d32-ae9b-477afd4b1b7a,2103.6923333333334,1.0,3.0,378665,default,outlier,outlier,1.0,1.0,3.0,E,3,2,0.3333333333333333,1,1,0,0.13739989445512021,2
24944,b29699de-b481-3d6c-aad5-0cf1a8b41ba5,354.13027450980394,0.0196078431372549,102.0,2167278,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.1334905441841399,2
34333,eb0d9697-da49-3ffb-9f8d-ce0fab981a23,840.8206153846154,0.0256410256410256,39.0,1967521,datacenter,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.13156002034074243,4
12336,73beabe6-034c-36b0-8518-6693d97bc272,2.462380300957592e-05,0.0287277701778385,162.44444444444446,3,default,bingbot/2.0,bot,1462.0,9.0,42.0,E,42,42,0.024390243902439025,1,1,42,0.12922387213231373,4
16725,a8fd847c-fc22-3e2e-9ad5-0809d020b403,0.0036875600384245,0.0374639769452449,41.64,922,default,Normal,normal,137.0,100.0,156.0,E,156,465,0.019230769230769232,44,33,24,0.12236791786146871,5
2135,9c2049c6-7b37-3601-b78c-5b268c83e779,1.5832805573147563e-05,0.0044331855604813,1579.0,2,private_ip,outlier,outlier,1364.0,1.0,7.0,E,6,6,0.2,2,1,5,0.12228487347970031,5
12253,865364b3-f171-30f0-a650-09beeb71034f,0.0125278996101364,0.0166910331384015,82.08,6170,default,Normal,normal,108.0,100.0,137.0,E,137,557,0.02989480463718334,34,30,29,0.11994245834863747,5
10540,f85838c2-1cfd-3863-87dd-ea9ce5264cd8,2.461322081575246e-05,0.0225035161744022,158.0,3,default,bingbot/2.0,bot,1422.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.11957101091052873,4
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4e-05,0.0278787878787878,3.767123287671233,2,default,BingPreview/1.0b,bot,631.0,219.0,23.0,E,23,36,0.07114624505928854,5,6,21,0.11864390550743197,4
12822,b8f464ca-c671-376f-bfc3-9766a0b43fa9,3.295310519645121e-05,0.0291508238276299,3.602739726027397,2,default,BingPreview/1.0b,bot,600.0,219.0,23.0,E,23,37,0.07312252964426877,3,6,21,0.11760858189742722,4
7952,da11d5af-a759-3556-8821-4847ae09d3c3,2.5145772594752182e-05,0.0240524781341107,152.44444444444446,3,default,bingbot/2.0,bot,1372.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.11632670701439853,4
13769,56c18d88-bffb-31b2-9225-97fbaa3faf80,2.5252525252525253e-05,0.0202020202020202,154.0,3,default,bingbot/2.0,bot,1386.0,9.0,28.0,E,28,28,0.037037037037037035,1,1,28,0.11455360359592778,4
9541,c3173275-924b-3477-949a-02d0bd227a2c,2.3374726077428785e-05,0.0219138056975894,152.11111111111111,2,default,bingbot/2.0,bot,1369.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.1143146701640085,4
8752,8caeaba8-185c-3566-a511-19ac44257774,2.9526029526029528e-05,0.0295260295260295,143.0,3,default,bingbot/2.0,bot,1286.0,9.0,38.0,E,38,38,0.02702702702702703,1,1,38,0.11328576963163703,4
23169,7270b95c-b116-34c9-833c-5504536c1ef7,632.3497021276596,0.0212765957446808,47.0,1783227,default,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.1132474137028455,3
10663,560357f0-8763-3645-b313-bebeeadcfcfd,2.308265078183172e-05,0.0223380491437081,149.22222222222223,2,default,bingbot/2.0,bot,1342.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.1122218584574586,4
25101,d89a631c-2704-3de2-b1ea-b298df1c1372,154.07152,0.01,200.0,1848859,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.1120355972025487,2
3406,39b95e92-204e-3197-b43c-fbe0a7f7403c,2.342606149341142e-05,0.0190336749633967,151.77777777777777,2,default,bingbot/2.0,bot,1366.0,9.0,26.0,E,26,26,0.04,1,1,26,0.11196890163004415,4
2101,387f7810-14f7-3a03-b334-d39acb1da95a,2.5541795665634675e-05,0.0263157894736842,143.55555555555554,2,default,bingbot/2.0,bot,1292.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.11089630832465557,4
5988,d6cc9029-a1f0-3b99-b672-a936feda22f9,2.5039123630672928e-05,0.0273865414710485,142.0,2,default,bingbot/2.0,bot,1278.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.11052936490343503,4
23591,c3367779-e611-3b81-9313-88921cc31708,848.9697419354839,0.032258064516129,31.0,1579084,datacenter,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.1101397211336925,4
17705,1b414fac-ce1e-37ac-b07f-9e2486db8db4,1.990049751243781e-05,0.005685856432125,1407.0,2,private_ip,outlier,outlier,1228.0,1.0,8.0,E,6,6,0.2,2,1,5,0.11010259041554629,5
7824,7caaf56d-3726-353c-9e99-909d0137fbe3,0.0651426619828259,0.0464480874316939,2562.0,10014,default,outlier,outlier,2.0,1.0,119.0,E,119,330,0.02350092579404643,24,18,22,0.10999273499019671,5
2708,29df8cac-26f0-3dbd-af60-a1cee1b10afe,2.528735632183908e-05,0.0237547892720306,145.0,2,default,bingbot/2.0,bot,1305.0,9.0,31.0,E,31,31,0.03333333333333333,1,1,31,0.1099630008788013,4
4174,7fdae6e4-ac2a-3818-a6f7-331c9cff0808,4.2836041358936486e-05,0.0457902511078286,3.334975369458128,2,default,BingPreview/1.0b,bot,498.0,203.0,31.0,E,31,45,0.04838709677419355,3,4,27,0.1099069321205618,4
5630,b1b2bcf9-adb7-3e02-960e-58f8cd91b0e3,1.948051948051948e-05,0.0057720057720057,1386.0,2,private_ip,outlier,outlier,1202.0,1.0,8.0,E,6,6,0.2,2,1,5,0.10795031380495929,5
15906,1cba4d92-926f-3fd9-ad50-56a9ad26c871,2.661064425770308e-05,0.0378151260504201,3.5172413793103448,2,default,BingPreview/1.0b,bot,522.0,203.0,27.0,E,27,44,0.06267806267806268,4,4,21,0.10786468656527293,4
17690,ee6e7ac3-b17d-3058-9658-819f407ba961,2.4922118380062303e-05,0.0233644859813084,142.66666666666666,2,default,bingbot/2.0,bot,1284.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.10774631936282654,4
30784,7aaa757e-6372-35ef-897f-08724d737533,579.3909583333334,0.0208333333333333,48.0,1668646,datacenter,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.1076708725341056,4
7557,9a9185c1-02a8-33c5-af43-c08913bb8c2f,3.104786545924968e-05,0.0349288486416558,3.7892156862745097,2,default,BingPreview/1.0b,bot,542.0,204.0,27.0,E,27,34,0.04843304843304843,3,3,15,0.10710290195730297,4
5588,28bae9ea-c0c5-30bc-83fb-65ca5019e92a,1.9765739385065887e-05,0.0058565153733528,1366.0,2,private_ip,outlier,outlier,1193.0,1.0,8.0,E,6,6,0.2,2,1,5,0.10703444593474376,5
2903,525855ea-badc-3e50-a830-6d657f393efd,2.612244897959184e-05,0.0285714285714285,136.11111111111111,2,default,bingbot/2.0,bot,1225.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.10658463709211899,4
614,1870c0a0-64f3-3c30-969d-7216695a397d,2.8157683024939665e-05,0.0265486725663716,138.11111111111111,3,default,bingbot/2.0,bot,1243.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.1065347730760898,4
7598,f90bff13-cf5f-3d49-add5-0806b5753460,1.607717041800643e-05,0.0057877813504823,1555.0,2,private_ip,outlier,outlier,1148.0,1.0,9.0,E,8,8,0.14285714285714285,2,3,5,0.10649583258614873,5
15343,c226753e-a27f-354b-9415-1b9c37aa904d,2.5457438345266508e-05,0.0238663484486873,139.66666666666666,2,default,bingbot/2.0,bot,1257.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.10567318643174446,4
15378,35884d17-77ba-3c78-b3c4-fb4037b193ad,2.6829268292682928e-05,0.0268292682926829,136.66666666666666,2,default,bingbot/2.0,bot,1230.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.10555780679212548,4
9987,bcdf67cc-68e4-3010-a534-31658408bfb0,0.0035425183973834,0.0347506132461161,2446.0,520,default,outlier,outlier,183.0,1.0,85.0,E,83,288,0.04231560387893035,33,28,18,0.10533575395415602,5
17557,8194cfb6-2535-3c2d-94ef-2771f82b618f,5.656934306569344e-05,0.0364963503649635,2.781725888324873,2,default,BingPreview/1.0b,bot,520.0,197.0,20.0,E,20,24,0.06315789473684211,2,3,19,0.10424771358941741,4
1031,e3f16723-eaa4-334e-99ff-dddc99435662,0.0040665499124343,0.0367775831873905,2284.0,558,default,outlier,outlier,165.0,1.0,84.0,E,82,290,0.043661547726588375,37,30,16,0.1035768476560995,5
21202,84e7af3e-296c-3275-bccd-d89b6616716d,711.3425405405405,0.027027027027027,37.0,1579181,default,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.10338042965195675,3
888,5b6824d3-fcb0-3992-8a3b-c2ead322fd8f,2.945859872611465e-05,0.0207006369426751,139.55555555555554,3,default,bingbot/2.0,bot,1256.0,9.0,26.0,E,26,26,0.04,1,1,26,0.10332261430872439,4
12172,b6ebf444-642b-390d-b858-98889746a54f,0.0034492170969107,0.0355480321625052,2363.0,490,default,outlier,outlier,172.0,1.0,84.0,E,82,278,0.04185486299307437,36,27,16,0.10314109418526923,5
6470,1865c6e1-9c8e-397e-b4a7-9ae177e78c6a,3.3973412112259975e-05,0.0443131462333825,3.471794871794872,2,default,BingPreview/1.0b,bot,492.0,195.0,30.0,E,30,54,0.06206896551724138,6,5,20,0.10304388395793573,4
15443,1a1c2722-61bc-370e-bf44-5e9c4c3a2770,1.86706497386109e-05,0.0074682598954443,1339.0,2,private_ip,outlier,outlier,1142.0,1.0,10.0,E,8,8,0.14285714285714285,3,2,5,0.10291951538249554,5
4585,ee54a555-ad47-355f-a2bc-6ed97d2a0548,0.0035169197396963,0.0364425162689804,2305.0,487,default,outlier,outlier,170.0,1.0,84.0,E,82,286,0.04305931948208371,35,30,16,0.1028322009425185,5
13645,e27bbb76-d19c-3a2b-8a7a-a45716a9bdbc,1.6423357664233576e-05,0.0048661800486618,1644.0,2,private_ip,outlier,outlier,1070.0,1.0,8.0,E,7,8,0.19047619047619047,2,2,6,0.10271600763031358,5
10763,65b83579-e88d-3d8d-a82b-d3890a37437e,5.649717514124294e-05,0.0602636534839924,2.765625,2,default,BingPreview/1.0b,bot,494.0,192.0,32.0,E,32,43,0.04334677419354839,5,5,22,0.10256053053867145,4
15688,d0921e71-d3c7-3298-b075-7949908a33b8,2.1455938697318007e-05,0.0053639846743295,1305.0,2,private_ip,outlier,outlier,1141.0,1.0,7.0,E,6,6,0.2,2,1,5,0.10249959442710589,5
10323,8d10e7ce-52b4-3456-882e-a6891bd00ea6,2.926829268292683e-05,0.0227642276422764,136.66666666666666,3,default,bingbot/2.0,bot,1230.0,9.0,28.0,E,28,28,0.037037037037037035,1,1,28,0.10240750910337336,4
15316,59fafe01-300e-3a0e-93ac-f07b6ecce438,0.0036809935205183,0.0362850971922246,2315.0,512,default,outlier,outlier,164.0,1.0,84.0,E,82,287,0.043209876543209874,35,29,15,0.10232060052853839,5
27788,1e3db95f-19ca-35ed-9c69-9357312878b2,1484.03375,0.5,8.0,712337,default,outlier,outlier,1.0,1.0,4.0,F,4,5,0.4166666666666667,2,2,1,0.10225096356261834,2
16171,08d225f8-6723-3fa4-8e1c-0e7d0b3c0f38,1.902587519025875e-05,0.0060882800608828,1314.0,2,private_ip,outlier,outlier,1134.0,1.0,8.0,E,6,6,0.2,2,1,5,0.1021148774852611,5
33499,1bceea5b-3d63-3ab1-a5de-4b5e0ede90b0,533.12364,0.04,50.0,1599371,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.1017644514532547,2
358,1994b198-3b07-3e93-a671-0d09bfd5b400,2.6816608996539797e-05,0.0302768166089965,128.44444444444446,2,default,bingbot/2.0,bot,1156.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.10150403009627428,4
15140,7f742073-ccd8-3c33-ac7d-13be88bbe76c,3.137254901960784e-05,0.0352941176470588,4.005235602094241,2,default,BingPreview/1.0b,bot,519.0,191.0,27.0,E,27,37,0.05270655270655271,4,3,18,0.10123488955376779,4
6972,03224686-875c-3163-a840-54a467bb07e3,0.0041606969990319,0.0406582768635043,2066.0,516,default,outlier,outlier,163.0,1.0,84.0,E,82,317,0.04772658837699488,34,29,25,0.10121731178332799,5
7877,0f53d076-c526-3638-ba44-a794b5c2d284,2.667814113597246e-05,0.0292598967297762,129.11111111111111,2,default,bingbot/2.0,bot,1162.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.10120243446310768,4
6966,e7d0cdae-4a93-3f23-a73d-614a9827d962,1.730103806228374e-05,0.0062283737024221,1445.0,2,private_ip,outlier,outlier,1086.0,1.0,9.0,E,7,7,0.16666666666666666,2,2,5,0.10055341048654323,5
1180,8dc57d20-744c-315d-b8e9-3290eb967d25,4.403409090909091e-05,0.0426136363636363,3.78494623655914,2,default,BingPreview/1.0b,bot,512.0,186.0,30.0,E,30,44,0.05057471264367816,3,4,22,0.10035954202658258,4
12713,a43f8865-27bd-3f67-b1ea-5f9088a53dbb,0.0033358407079646,0.0371681415929203,2260.0,453,default,outlier,outlier,172.0,1.0,84.0,E,82,278,0.04185486299307437,34,28,15,0.09967562745787723,5
7200,763e51b2-06ea-3d53-aea2-143b55af0cb6,1.771117166212534e-05,0.0054495912806539,1468.0,2,private_ip,outlier,outlier,1068.0,1.0,8.0,E,7,7,0.16666666666666666,2,2,5,0.09967102738373342,5
16198,81065574-0c2b-3123-83de-ad0979319136,2.7164685908319183e-05,0.0246179966044142,130.88888888888889,2,default,bingbot/2.0,bot,1178.0,9.0,29.0,E,29,29,0.03571428571428571,1,1,29,0.09901649545301919,4
10531,ed75a55c-bfb0-3b22-a121-49ec0d6f8876,2.0202020202020203e-05,0.0062160062160062,1287.0,2,private_ip,outlier,outlier,1089.0,1.0,8.0,E,6,6,0.2,2,1,5,0.09855514432373957,5
21364,90b1ff84-2bae-3010-a0ed-1147aa7f9461,595.6877619047619,0.0238095238095238,42.0,1501134,datacenter,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.09838980198771766,4
9292,fe14b982-2fb1-3758-974f-8b364f251ae2,3.0050083472454093e-05,0.0208681135225375,133.11111111111111,3,default,bingbot/2.0,bot,1198.0,9.0,25.0,E,25,25,0.041666666666666664,1,1,25,0.09826181049114574,4
20191,725690f1-0072-30ad-a894-ae178042489e,816.8762857142857,0.0357142857142857,28.0,1372353,datacenter,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.09805638368217932,4
22934,adeb7e16-5461-3198-bcc1-71c6c3ede8c0,1527.227,1.0,3.0,274901,default,outlier,outlier,1.0,1.0,3.0,F,3,2,0.3333333333333333,1,1,0,0.09782357905731455,2
13436,049d887e-70d6-39b6-a49f-9df245bbb9d2,3.072870939420544e-05,0.0272168568920105,126.55555555555556,3,default,bingbot/2.0,bot,1139.0,9.0,31.0,E,31,31,0.03333333333333333,1,1,31,0.09737237757380533,4
17248,d27009de-5faf-3c54-97fb-df90a0b7ae24,2.7506654835847385e-05,0.028393966282165,125.22222222222224,2,default,bingbot/2.0,bot,1127.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.09717303479367015,4
7064,0d9c27e0-55fe-3f5d-ace9-c9a4170291ca,2.202643171806168e-05,0.0273127753303964,126.11111111111111,2,default,bingbot/2.0,bot,1135.0,9.0,31.0,E,31,31,0.03333333333333333,1,1,31,0.09707293266145088,4
11573,26a576bc-c81e-3447-a787-31397ea68265,2.8699551569506727e-05,0.0295964125560538,123.88888888888889,2,default,bingbot/2.0,bot,1115.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.09700814111214134,4
31558,7e811c0b-57aa-3dc0-af5b-cf5aabbbd714,474.0728727272728,0.0545454545454545,55.0,1564441,default,outlier,outlier,1.0,1.0,3.0,F,3,4,0.6666666666666666,2,2,1,0.09698948219919926,2
7439,55d3f382-f843-3fd7-8969-1b0190d6407a,4.909090909090909e-05,0.0581818181818181,3.0726256983240225,2,default,BingPreview/1.0b,bot,439.0,179.0,32.0,E,32,44,0.04435483870967742,3,4,26,0.09698481804887102,4
16081,22327ffd-cad2-3f91-9c17-1dec520a54eb,1483.9342,0.2,5.0,445181,default,BingPreview/1.0b;unknown,bot,1.0,1.0,1.0,E,1,1,0.0,1,1,1,0.0968702373552336,2
8833,7a0b2cd0-5e4f-3bec-9c72-1dc927ecc61b,0.153570652173913,0.058695652173913,1840.0,16955,default,outlier,outlier,2.0,1.0,108.0,E,108,338,0.029248875043267567,34,27,16,0.09685283952009116,5
22933,ac1d8a09-6be9-3711-b1ad-75b40ad1af3b,1505.8366666666668,1.0,3.0,271051,default,outlier,outlier,1.0,1.0,3.0,F,3,2,0.3333333333333333,1,1,0,0.096359528010216,2
14418,34ebc2dc-5ae1-3727-9368-440eb349f73f,1.9984012789768184e-05,0.005595523581135,1251.0,2,private_ip,outlier,outlier,1060.0,1.0,7.0,E,6,6,0.2,2,1,5,0.09602522735923107,5
11717,b660a673-2d72-30d8-bbf8-c1a55459009f,0.0057535436671239,0.0365797896662094,2187.0,755,default,outlier,outlier,152.0,1.0,80.0,E,78,267,0.044455544455544456,32,26,18,0.09560624273321147,5
15755,ad776986-2c00-384c-9208-b36b1b836256,1.9623875715453804e-05,0.0065412919051512,1223.0,2,private_ip,outlier,outlier,1051.0,1.0,8.0,E,6,6,0.2,2,1,5,0.09500657712946704,5
12338,7a21a002-d532-3bfe-9452-336888e324da,0.2095996847911741,0.1040189125295508,1269.0,15959,default,outlier,outlier,2.0,1.0,132.0,E,132,350,0.02024057367568818,38,23,16,0.09432621034500444,5
